tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration
10,250,17.904,0.3342680965147453,0.09890282350781059,8.144,4.244,6.128
20,250,24.984,0.373490874159462,0.16087588505729553,15.356,5.704,10.172
30,250,32.912,0.39374720466699076,0.12125777513050305,22.832,7.152,14.592
40,250,41.628,0.3874226962621312,0.050138313974182926,31.088,8.084,18.756
50,250,49.764,0.39874768909251657,-0.03774577468737396,40.616,9.416,23.74
60,250,57.872,0.410273707492397,0.21589817282990464,50.208,10.324,28.292
70,250,58.956,0.4453211208358776,0.10643867381501955,50.476,9.696,28.368
80,250,57.808,0.49118903957929705,-0.016874173306152433,47.204,8.536,26.068
90,250,49.216,0.5434213263979193,0.14530820632188926,39.408,7.296,21.46
100,250,38.404,0.5181581085303615,0.1697358328435659,27.668,6.64,16.948
110,250,36.912,0.46997485912440395,-0.12399824297267131,26.312,7.22,16.564
120,250,38.832,0.4391347342398022,0.058919747073481916,28.12,8.2,18.208
130,250,45.468,0.44116864608076,0.15249356171450726,33.56,8.868,21.244
140,250,51.756,0.45165190509312936,0.09396014047404518,39.064,9.216,23.92
150,250,55.364,0.47633003395708395,0.0469360830305684,43.112,9.488,25.772
160,250,57.388,0.4913403498989335,-0.08552584781300934,42.776,9.496,25.44
170,250,53.012,0.5211659246962952,0.11208092267603009,40.32,8.144,23.332
180,250,46.412,0.543077135223649,0.32886370216624866,35.9,7.156,20.752
190,250,39.508,0.5245645438898452,0.14630597622866365,29.868,6.608,17.332
200,250,39.396,0.4808679053711036,0.11091495115560703,29.14,7.124,17.488
210,250,43.344,0.45875895164267266,0.2644113271032912,32.528,8.336,20.052
220,250,46.96,0.46122930153321984,0.06569014822297443,35.684,8.256,21.148
230,250,50.012,0.4675258737902903,0.173944181477951,39.736,8.472,23.152
240,250,52.42,0.48167783288821053,0.23920746438241214,41.352,8.18,23.692
250,250,51.936,0.49918237831176837,0.24700236000347778,42.144,8.404,24.06
260,250,48.12,0.5093140482128014,-0.08476845841924255,39.536,7.888,22.684
270,250,41.824,0.5242019892884469,0.16655377309043862,33.4,6.8,19.228
280,250,37.844,0.48926709650142697,0.12133959003242101,30.404,6.612,17.628
290,250,39.94,0.48074631947921875,0.11560374853390008,32.62,7.068,19.044
300,250,39.26,0.4763961283749363,0.22920280089531425,33.644,7.632,19.232
310,250,41.468,0.46192379666248673,0.17486441364131244,34.356,7.82,20.136
320,250,45.692,0.4620092795237678,0.15911414214174902,38.792,8.472,22.636
330,250,45.044,0.4645885800550573,-0.016265939484400745,39.596,8.604,22.996
340,250,45.596,0.479566628651636,-0.05026863021079495,38.544,8.764,22.956
350,250,45.228,0.4751509684266384,0.08577065510009411,37.404,8.424,21.964
360,250,44.472,0.49597049829105955,0.09437709923084214,35.388,7.636,20.156
370,250,43.656,0.5014982591167307,0.23195909127782374,36.172,7.708,19.988
380,250,45.656,0.508899947432977,0.27249601694347364,35.348,7.36,19.988
390,250,45.392,0.5007761720126895,0.14579102867856267,35.724,7.648,20.516
400,250,44.112,0.48212259702575255,0.0973828749056318,35.8,7.66,20.676
410,250,43.74,0.48595775034293553,0.16411218801247296,35.88,7.368,20.288
420,250,44.428,0.4884923021517962,0.01411504716925212,37.424,7.664,20.98
430,250,44.9,0.5010234298440981,-0.020719739288071373,38.792,7.98,21.296
440,250,43.452,0.4999734879867439,0.005364198376249368,37.912,8.164,21.008
450,250,43.528,0.5094313545304172,0.1564277980853698,38.704,8.284,21.808
460,250,43.652,0.5189381471639329,0.05025250575427673,37.192,7.996,21.452
470,250,43.724,0.5147880340316531,0.17111727866828133,37.76,8.056,22.24
480,250,43.48,0.5180577736890524,0.13337130810089617,35.824,7.764,21.032
490,250,43.304,0.5171106595233697,0.2999456972640518,35.664,7.44,20.776
500,250,41.372,0.5121612684907666,0.17952245160962368,35.552,7.544,20.532
